-2.98318062127522,-1.48460367451971,-2.8531924677147
-7.40389139698374,1.60387812454811,-12.5601458733919
-10.4512217634027,3.86239121477311,-19.3856357342337
-12.4357568215867,5.36625239965436,-23.8648715274175
-13.655531280346,6.39768156887117,-26.7289401500199
-14.2217820610425,6.99138471404355,-28.1775377576036
-14.3115198314095,7.25529822387599,-28.5830461517704
-14.071794501994,7.29095496304858,-28.2671108486534
-13.6022989125508,7.16906626555758,-27.4497366503924
-12.9696728919209,6.93667062787017,-26.2777492673811
-12.2200073365782,6.62126139450064,-24.8474776041457
-11.3929315321894,6.23731380156694,-23.2322523138061
-10.5355764714638,5.80059912329887,-21.5177892577323
-9.70487464274932,5.34286415474221,-19.8207827384399
-8.94973138925032,4.90780498392073,-18.2584905683184
-8.2878908799955,4.52654540856021,-16.8892764186218
-7.70400779040597,4.2025402254602,-15.6941311410544
-7.16781336831445,3.92015997196027,-14.6123070091097
-6.65120343357414,3.65931913214795,-13.5816260751264
-6.13575085308818,3.40342597892505,-12.5577745699121
-5.61425747584655,3.14188189553546,-11.5191766482209
-5.0900892399346,2.8708323744315,-10.4667937010948
-4.57513473925759,2.59343674827608,-9.42139880740119
-4.08593279127769,2.31888682694802,-8.41685982147892
-3.63826432003979,2.05923564882853,-7.48889321128492
-3.24216297104493,1.82489174296794,-6.66305173909292
-2.8997080777338,1.62129226929682,-5.94802908141566
-2.60616994607859,1.44840713630945,-5.33683195384428
-2.35295865570008,1.30241374865268,-4.81285578479469
-2.13045402447217,1.17785490018951,-4.35628600061936
-1.9297925553028,1.06920454477913,-3.9483505497969
-1.74363828290634,0.971655739852495,-3.57327089892532
-1.56631673838472,0.881361840471612,-3.21870910563089
-1.39365746370354,0.795398200945863,-2.87549632275153
-1.2227556631279,0.711622153926113,-2.53713688759172
-1.05175322175742,0.628523007674057,-2.19933057837725
-0.879673728964535,0.545100110278789,-1.85960344328462
-0.706312637675818,0.460779189424562,-1.51705944290265
-0.53216782610911,0.375364028429835,-1.17222817348592
-0.358388575091436,0.289014235552882,-0.82696673056738
-0.18671828217988,0.202236236963114,-0.48436605286257
-0.0194073223517387,0.115872216652279,-0.148611194953521
0.140921840978797,0.031070958497995,0.175247436916867
0.291464125418195,-0.0507731130694509,0.481636137755534
0.42946718562864,-0.128119621683677,0.764907625309647
0.552487519839794,-0.199416674246429,1.01985730372348
0.658630383234878,-0.263253867928956,1.24223493129614
0.74673452075601,-0.318508922467551,1.42916845822923
0.816472134239376,-0.364461734724962,1.57942933877542
0.868352173266947,-0.400856755906457,0
